csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
1045.0513210645584	953.0341449449666	777.9205253620394	n/a	n/a	n/a	-0.0374486759	-0.1423144928	0.0202643049	-0.07997359030000001	0.0028724359000000003	-0.1861809266	-0.0057357175	0.1708556887	-0.016318964499999998	0.0164132591	-0.050106594299999994	0.0095409025	0.1285540361	0.1285215385	0.1284673818	0.011528600000000002	-0.00589471	-2.06572e-05	-0.00125865	-0.0	-0.000855293
1044.7727264954267	953.091893837108	777.6593968044917	0.7345899999999999	7.547706	0.04406584749999999	-0.0414178043	-0.1676962241	0.0069356903	-0.0520765556	-0.012497079599999999	-0.1369935342	-0.0029245671999999995	0.1745845677	-0.0256004145	-0.0543212078	-0.0876349931	0.023412304900000003	0.1284673818	0.1281750671	0.1276883686	3.56653e-05	0.00623669	-0.00656517	-0.00106952	-0.0	-0.000944103
1044.8124929292906	953.724540354222	778.1415738848585	0.856983	8.805256	0.0529326677	0.0961316332	-0.12514987019999999	-0.1133244628	-0.0762420613	-0.0336803936	0.0932473549	0.0196618656	0.1603780394	-0.036406411	-0.1275384467	0.0040288937	0.061080461399999994	0.1282941315	0.1274830585	0.1261350661	1.34169e-05	0.026718	-1.75607e-05	-0.00106952	9.247669999999999e-23	-0.000426473
1046.291425541078	954.7867868029393	778.8672067595263	0.866241	8.900373999999998	0.06699092089	0.1115032766	-0.07131678940000001	-0.0565407176	-0.062118351399999994	-0.1571749426	0.0588437738	0.046789328	0.122066712	-0.1117847786	-0.16761222380000002	-0.0157241998	0.1145091229	0.1280344021	0.126447378	0.1238168934	2.53531e-06	0.026717	-0.0146293	-0.000524926	-0.000236126	-0.00015984699999999996
1047.0042948165303	953.4815137664598	778.8148150288484	0.849136	8.724631999999998	0.09380041469	0.1204501382	-0.0160741019	0.0030159951	-0.0987584235	-0.1583457634	-0.029845096600000003	0.0622569017	0.1294651813	-0.1607289424	-0.1306133829	-0.0364285818	0.08731399710000001	0.1276883686	0.12507081779999998	0.1207479075	0.03061	0.0267492	-0.0189786	-0.000279082	4.63012e-23	-0.000854106
1045.8498631910334	953.378972464388	778.6828799147638	0.886795	9.111567	0.11355017	0.08503919900000001	-0.0107998952	0.031411251	-0.093483388	-0.092740906	-0.16662954119999998	0.06384040740000001	0.08467369710000001	-0.1203732881	-0.029905917400000002	-0.0081908374	-0.06265045179999999	0.1272562643	0.12335708880000001	0.1169467186	0.00496729	-0.00410111	0.0052645	-0.000279082	0.000429817	-0.00108057
1050.1733869420568	955.4658915634108	781.1909548819772	1.078969	11.086097	0.27779252	0.0941020649	0.07993571070000001	-0.0581989949	-0.0225935211	-0.1517711232	-0.0706446152	-0.0267447896	-0.0937494867	-0.1504591186	-0.0578326083	0.05923151769999999	-0.11468107289999999	0.1267383804	0.1213108108	0.1124363766	0.00115331	-0.0473576	0.035715	-0.0012300900000000003	0.0018429	-0.00272191
1053.8433754618056	956.2199588281039	782.8777688703177	1.024354	10.524947	0.25411769	0.051216155199999995	0.1527468338	-0.006031683	0.0815012707	-0.1439063782	0.0775365603	0.0062306538	-0.22935962350000003	-0.10528797990000001	-0.16823222440000002	-0.0032771045	-0.06674891599999999	0.1261350661	0.11893750039999999	0.1072442319	0.0217814	-0.0330447	0.0226248	-0.000311861	0.000218359	-0.0011429500000000002
1051.343541515431	956.2343960511394	781.7311323460679	0.788174	8.098257999999998	0.0923766	0.0415680817	0.1301042284	0.0121405518	0.050110233399999995	-0.012018553700000002	0.10803683369999999	0.021460654500000002	-0.1761011702	-0.0544706208	-0.0819228448	0.0006387779	-0.07526367610000001	0.125446728	0.11624355550000001	0.101401769	0.0325101	-0.016201199999999995	0.0172269	-0.000397239	-0.000134644	-0.000393201
1049.1923668073764	955.5225298999339	781.6120671351305	0.903741	9.285678	0.07621225000000001	0.0187287916	0.0990926396	0.025213553700000002	0.1187369603	0.0416121374	0.17430575469999998	0.0175811081	-0.1306661978	0.0654235994	-0.0203733288	0.053366436100000005	-0.1522278353	0.1246738301	0.1132362385	0.09494441599999999	0.00665992	-0.0155918	0.017217	-1.99809e-05	3.05133e-05	-0.0008456409999999998
1052.5666606176019	956.959588869762	782.8856695903827	0.96488	9.913863	0.088968425	-0.043057747300000004	0.1274233246	0.036678083199999996	0.18537193440000002	-0.057199112999999996	0.1648647748	-0.0056371334	-0.2267561794	0.1169068024	-0.0423422841	-0.06544755299999999	-0.0736403032	0.1238168934	0.1099236566	0.08791132980000001	0.00668789	-0.0415382	-0.0017189	-0.000397239	3.05133e-05	-0.000341736
1051.644859761056	954.9330099593233	780.3712454912226	1.077599	11.072021	0.07556389499999999	-0.039030364399999996	0.1218156598	0.05483549099999999	0.0700098237	0.0447520743	0.1029729959	0.0123817101	-0.1243589982	0.07032776	0.0325601098	-0.0844839299	-0.0052268243	0.1228764955	0.10631474	0.0803451581	0.00667128	-0.0091941	-0.00174545	0.000176666	0.000130275	-0.000531602
1047.2408276309404	953.6978870193872	778.3079386100069	0.902405	9.271955	0.026061535	0.038662795800000004	0.0837615324	0.0467706707	-0.028453133399999997	0.18980890949999998	0.007758165500000001	0.049506492400000005	-0.0164019442	0.0208592737	0.1530979456	-0.0108301401	-0.064667226	0.1218532703	0.1024192176	0.07229178160000001	0.00667081	-0.009194140000000002	-0.00172966	-0.000244476	3.05133e-05	-0.000531601
1046.2778257649948	953.2031344915216	779.0215248421769	0.758436	7.792709999999999	0.0093869	0.0309919718	0.0616166625	0.056243305599999995	0.0045950328	0.1634851858	0.0442401405	0.0192231992	-0.0044843391	0.1202276241	0.1445458067	-0.0009747044	-0.11101599109999999	0.1207479075	0.0982475912	0.063800035	-0.00271609	-0.009194140000000002	-0.00172966	-0.000244476	3.05133e-05	-0.000531601
1047.900330696446	954.3355310367826	779.8987356477902	0.7531879999999999	7.738791	0.052864227	0.0324699535	0.0852282501	0.0815753345	0.015420389199999999	0.1312734287	0.0367969659	0.055436825599999996	-0.0729740886	0.0417213752	0.0952162743	-0.047048769500000004	0.0051053084	0.1195611523	0.0938111066	0.054921411399999995	-0.00580795	0.000809537	-0.0017328999999999997	-0.000145208	3.05133e-05	0.00016444
1047.1782801375618	954.4040152998992	779.2385352866846	0.799879	8.218531999999998	0.131178148	0.020329096799999998	0.06472413070000001	0.06727277	-0.026279136	0.1033349293	0.09026320630000001	0.06431931	-0.0448327887	-0.0017337381	0.0841019235	-0.0061037808	0.0023764739000000003	0.11829380460000001	0.08912172380000001	0.04570975	0.0066963	0.0214453	0.0195593	-0.000244476	0.000394903	-0.000906821
1047.3531262039148	953.6701231289347	778.7393659242032	0.77381	7.950676999999998	0.067607525	-0.013382131299999999	0.029825973399999997	0.0706232877	-0.08766857060000001	0.0494939054	0.0816836524	0.0394910241	-0.0081743056	0.016416186699999998	0.0561692458	-0.040122224399999996	0.0603440462	0.1169467186	0.0841920847	0.0362209093	-0.00935221	0.0240466	-0.00172813	-0.00016891	3.05133e-05	-0.0007933709999999999
1045.3243494806095	953.631253682301	777.6683752061823	0.937606	9.633633	0.299428635	-0.0397984901	-0.0018680089	0.028462646499999997	-0.09626256050000001	-0.0597403667	0.061930376100000004	0.0486475638	0.0440513834	-0.027999524300000002	0.09408572529999999	-0.0123608518	0.0743949804	0.1155208024	0.07903547849999999	0.0265124287	0.00497621	-0.0106606	0.0193541	-0.00104996	0.00162337	-0.00290568
