csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
2008.0563110995975	1732.7777146700967	1470.757864236688	n/a	n/a	n/a	0.0428635896	-0.0623383079	0.0353193411	-0.156558478	0.1048618378	-0.1758914059	-0.0597368621	0.098113255	-0.13077654019999999	0.0868203751	-0.1768471396	-0.1062097781	0.1285540361	0.1285215385	0.1284673818	-4.5698e-06	-0.0210386	0.0396	-0.000477834	0.00122007	-0.00090606
2003.5609869380985	1730.874989874465	1468.6629855611843	0.918098	9.978114	0.1010727498	0.0133806794	-0.0150502705	0.1152294799	-0.09329487619999999	0.1124481225	-0.0977213185	-0.059415056200000003	0.0913700267	-0.12739649279999998	0.1042168049	-0.0938426501	0.028433407400000003	0.1284673818	0.1281750671	0.1276883686	0.0144503	0.00323028	0.0248236	-0.0007915879999999998	0.000792672	-0.00111636
2001.6131883962742	1730.1902080125321	1467.5903464206226	0.961173	10.446266	0.164526014545	0.05189339900000001	-0.0288558662	0.14339568279999998	-0.1557972111	0.023635474	-0.0505293595	0.0172148803	0.030334824399999998	-0.1309101919	0.1306521913	-0.1519004209	0.07222105179999999	0.1282941315	0.1274830585	0.1261350661	2.79275e-07	-0.00535285	4.98118e-06	-0.0005254	-7.66689e-05	8.159599999999998e-05
1997.4126363164303	1731.7976538076211	1467.7567419909992	1.12759	12.254926	0.16986880309500002	-0.029484239500000002	-0.034477263	0.1595751469	0.063396153	-0.0012218529	0.0075598427000000004	0.1377676968	0.0382376124	-0.14470832949999998	0.0837836647	-0.1097231226	0.1147728909	0.1280344021	0.126447378	0.1238168934	-0.0102518	0.0124887	0.0215102	-0.000540329	-0.000862945	0.00168579
2002.633875830068	1730.7724716596695	1468.9418350183284	0.982411	10.677081	0.130566464	0.0367217104	-0.1119604883	0.1171442377	-0.057394161500000006	-0.14875812830000001	-0.09394408539999999	0.1674126377	0.0237540769	-0.115808434	0.0546962951	-0.0847931126	0.1114135185	0.1276883686	0.12507081779999998	0.1207479075	-9.71e-07	0.0191179	0.0320897	-0.000949658	-7.290229999999998e-05	0.000823023
2000.2649838223065	1729.8600927254085	1467.589703084915	1.005024	10.922841	0.05078363588	0.005585316	-0.0624796885	0.15133099490000002	0.0364400718	-0.1021209173	-0.0675507284	0.18321225800000002	-0.0117027846	-0.07935488389999999	0.08654677919999999	-0.1494957153	0.047175719500000005	0.1272562643	0.12335708880000001	0.1169467186	3.67988e-06	0.00562045	0.019439	-0.000632397	-0.000179942	0.000891339
2003.5893393668148	1733.7730371438358	1472.3985419352289	1.327792	14.430762	0.07253202988	-0.0817964485	-0.07487620769999999	0.0237798419	0.1642302539	-0.0517518856	0.0671316721	0.1766772366	0.0596537147	-0.0445454483	-0.0187703483	-0.0684821701	-0.0192418169	0.1267383804	0.1213108108	0.1124363766	-0.00425405	0.010607900000000002	0.0383703	-0.000646654	-0.0008067769999999998	0.00064532
2010.3275669267791	1735.2991982702365	1476.4411007935366	1.180725	12.832403	0.0794828	-0.1401596224	-0.1345594609	-0.1254295066	0.12258202259999999	-0.0225024492	-0.021496658199999998	0.1255425033	0.17908404809999998	0.013680021200000001	-0.1159002495	-0.0355015845	-0.08694854949999999	0.1261350661	0.11893750039999999	0.1072442319	-0.0240921	-0.0110476	0.0281516	-0.000646654	-0.000598102	0.000992056
2006.9536944645126	1732.0335452338975	1474.4669199562522	0.900112	9.782635	0.04006327999999999	-0.124918056	-0.076813176	-0.1307137367	0.0707314484	0.0203654501	0.1872736405	0.034318619700000004	0.165388476	0.0363773461	-0.08636051619999999	-0.024701473300000002	0.0202010914	0.125446728	0.11624355550000001	0.101401769	-0.0169792	-0.00657527	0.0262274	-0.000926337	-0.0007728019999999998	0.00106875
2005.2347120023294	1732.7687567678327	1473.9057118024286	1.035073	11.249419	0.18581153	-0.1028172198	0.021772603999999997	-0.06972165849999999	0.0065386451000000005	0.0209350607	0.2579515393	-0.030482714700000003	0.11093786550000001	0.0712236091	-0.0416608745	-0.0453693582	0.0813633716	0.1246738301	0.1132362385	0.09494441599999999	-0.00443152	-0.00091237	0.0262883	-0.000575182	0.000295182	-0.0008629119999999999
